source,org-name,prefix_root,prefix,created,netname,org,mnt-by,last-modified,exact_origin,country_root,country
LACNIC,,24.152.116.0/22,24.152.118.0/24,2023-06-09,,,,,AS269316,BR,BR
LACNIC,,45.4.84.0/22,45.4.85.0/24,2022-04-11,,,,,AS262234,HN,HN
LACNIC,,45.4.84.0/22,45.4.86.0/24,2020-06-11,,,,,AS262234,HN,HN
LACNIC,,45.4.204.0/22,45.4.204.0/23,2019-10-29,,,,,AS198636,HN,UK
LACNIC,,45.5.20.0/22,45.5.23.0/24,2023-11-02,,,,,AS273044,AR,AR
LACNIC,,45.70.200.0/23,45.70.200.0/24,2017-10-10,,,,,AS52468,EC,EC
LACNIC,,45.70.200.0/23,45.70.201.0/24,2017-10-10,,,,,AS52468,EC,EC
LACNIC,,45.70.202.0/23,45.70.202.0/24,2017-10-05,,,,,AS52468,EC,EC
LACNIC,,45.70.202.0/23,45.70.203.0/24,2017-10-05,,,,,AS52468,EC,EC
LACNIC,,45.71.252.0/22,45.71.253.0/24,2023-04-13,,,,,AS272954,EC,EC
LACNIC,,45.160.144.0/22,45.160.146.0/24,2021-05-17,,,,,AS264161,BR,BR
LACNIC,,45.161.168.0/22,45.161.169.0/24,2020-10-23,,,,,AS28093,AR,AR
LACNIC,,45.161.212.0/22,45.161.215.0/24,2023-05-03,,,,,AS272443,BR,BR
LACNIC,,45.162.168.0/22,45.162.168.0/24,2020-07-24,,,,,AS18747;AS52468,AR,AR
LACNIC,,45.162.168.0/22,45.162.169.0/24,2021-06-14,,,,,AS18747;AS52468,AR,AR
LACNIC,,45.166.72.0/22,45.166.73.0/24,2024-01-26,,,,,AS266771,CL,CL
LACNIC,,45.166.92.0/22,45.166.92.0/24,2020-12-31,,,,,AS263725,HN,HN
LACNIC,,45.166.92.0/22,45.166.93.0/24,2021-01-24,,,,,AS263725,HN,HN
LACNIC,,45.167.4.0/22,45.167.4.0/23,2023-09-22,,,,,AS273738,BR,BR
LACNIC,,45.167.156.0/22,45.167.156.0/24,2019-10-15,,,,,AS263157,MX,MX
LACNIC,,45.167.156.0/22,45.167.157.0/24,2019-10-15,,,,,AS263157;AS263157,MX,MX
LACNIC,,45.167.156.0/22,45.167.158.0/24,2019-10-15,,,,,AS263157,MX,MX
LACNIC,,45.167.156.0/22,45.167.159.0/24,2019-10-15,,,,,AS263157;AS263157,MX,MX
LACNIC,,45.167.244.0/22,45.167.246.0/24,2023-03-25,,,,,AS273756,BR,BR
LACNIC,,45.170.132.0/22,45.170.134.0/24,2020-04-30,,,,,AS265554,CO,AR
LACNIC,,45.170.132.0/22,45.170.135.0/24,2021-03-22,,,,,AS265554,CO,CL
LACNIC,,45.171.80.0/23,45.171.80.0/24,2020-03-18,,,,,AS264856,AR,AR
LACNIC,,45.172.16.0/22,45.172.19.0/24,2023-03-15,,,,,AS264619,AR,AR
LACNIC,,45.173.4.0/22,45.173.6.0/23,2019-03-30,,,,,AS262191,CO,CO
LACNIC,,45.173.232.0/22,45.173.234.0/24,2022-09-08,,,,,AS272263,BR,BR
LACNIC,,45.174.56.0/22,45.174.57.0/24,2022-12-29,,,,,AS270187,MX,MX
LACNIC,,45.175.64.0/22,45.175.64.0/24,2019-11-20,,,,,AS263686,HN,HN
LACNIC,,45.175.64.0/22,45.175.65.0/24,2019-11-20,,,,,AS263686,HN,HN
LACNIC,,45.175.64.0/22,45.175.66.0/24,2019-11-20,,,,,AS263686,HN,HN
LACNIC,,45.175.64.0/22,45.175.67.0/24,2019-11-20,,,,,AS263686,HN,HN
LACNIC,,45.175.164.0/22,45.175.165.0/24,2019-07-03,,,,,AS267699,EC,EC
LACNIC,,45.175.164.0/22,45.175.167.0/24,2021-02-05,,,,,AS267699,EC,EC
LACNIC,,45.176.232.0/22,45.176.234.0/24,2022-04-20,,,,,AS27951;AS3549,CO,CO
LACNIC,,45.179.254.0/23,45.179.254.0/24,2024-02-12,,,,,AS267829,AR,AR
LACNIC,,45.182.20.0/22,45.182.20.0/24,2021-03-19,,,,,AS263170,HN,HN
LACNIC,,45.182.20.0/22,45.182.21.0/24,2021-03-19,,,,,AS263725,HN,HN
LACNIC,,45.182.20.0/22,45.182.22.0/24,2019-08-28,,,,,AS263725,HN,HN
LACNIC,,45.182.20.0/22,45.182.23.0/24,2019-12-13,,,,,AS263725,HN,HN
LACNIC,,45.185.240.0/22,45.185.240.0/24,2019-10-04,,,,,AS398013,MX,MX
LACNIC,,45.186.28.0/22,45.186.28.0/24,2022-07-06,,,,,AS263213,AR,AR
LACNIC,,45.186.28.0/22,45.186.29.0/24,2022-07-06,,,,,AS263809,AR,AR
LACNIC,,45.188.212.0/22,45.188.215.0/24,2022-06-01,,,,,AS263756,AR,AR
LACNIC,,45.190.188.0/22,45.190.190.0/23,2022-01-15,,,,,AS263750,PY,PY
LACNIC,,45.191.74.0/23,45.191.75.0/24,2024-01-30,,,,,AS272942,CO,CO
LACNIC,,45.224.124.0/22,45.224.124.0/24,2022-07-26,,,,,AS52327;AS64513;AS64513,AR,AR
LACNIC,,45.224.124.0/22,45.224.125.0/24,2022-08-26,,,,,AS52327;AS64513;AS64513,AR,AR
LACNIC,,45.227.252.0/22,45.227.253.0/24,2018-03-16,,,,,AS49453,PA,PA
LACNIC,,45.227.252.0/22,45.227.255.0/24,2018-05-07,,,,,AS43350,PA,PA
LACNIC,,45.228.52.0/22,45.228.52.0/24,2022-10-24,,,,,AS269838,EC,EC
LACNIC,,45.228.52.0/22,45.228.55.0/24,2022-10-24,,,,,AS269838,EC,EC
LACNIC,,45.229.4.0/22,45.229.6.0/24,2022-07-06,,,,,AS269838,EC,EC
LACNIC,,45.229.4.0/22,45.229.7.0/24,2023-09-27,,,,,AS269838,EC,EC
LACNIC,,45.233.100.0/22,45.233.103.0/24,2019-08-15,,,,,AS269799,EC,EC
LACNIC,,45.234.8.0/22,45.234.11.0/24,2023-02-10,,,,,AS266269,BR,BR
LACNIC,,45.235.16.0/22,45.235.19.0/24,2022-02-09,,,,,AS272021,BR,BR
LACNIC,,45.237.36.0/22,45.237.36.0/24,2021-10-19,,,,,AS61510,AR,AR
LACNIC,,45.237.36.0/22,45.237.37.0/24,2020-10-21,,,,,AS61510,AR,AR
LACNIC,,45.238.140.0/22,45.238.140.0/24,2023-11-14,,,,,AS263686,HN,HN
LACNIC,,45.238.140.0/22,45.238.141.0/24,2023-11-14,,,,,AS263686,HN,HN
LACNIC,,45.238.140.0/22,45.238.142.0/24,2023-11-14,,,,,AS263686,HN,HN
LACNIC,,45.238.140.0/22,45.238.143.0/24,2023-11-14,,,,,AS263686,HN,HN
LACNIC,,45.238.176.0/23,45.238.176.0/24,2024-01-12,,,,,AS64139,CL,CL
LACNIC,,45.238.176.0/23,45.238.177.0/24,2024-01-12,,,,,AS265703,CL,CL
LACNIC,,45.239.76.0/22,45.239.76.0/24,2020-12-30,,,,,AS263157,MX,MX
LACNIC,,45.239.76.0/22,45.239.78.0/24,2019-02-14,,,,,AS263157,MX,MX
LACNIC,,128.201.168.0/22,128.201.171.0/24,2021-11-18,,,,,AS271949,AR,AR
LACNIC,,131.72.240.0/22,131.72.240.0/24,2021-11-18,,,,,AS52327;AS64513;AS64513,AR,AR
LACNIC,,131.72.240.0/22,131.72.241.0/24,2021-12-21,,,,,AS52327;AS64513;AS64513,AR,AR
LACNIC,,131.72.240.0/22,131.72.242.0/24,2021-12-21,,,,,AS52327;AS64513;AS64513,AR,AR
LACNIC,,131.100.0.0/22,131.100.0.0/24,2014-08-28,,,,,AS42473,PA,MX
LACNIC,,131.100.0.0/22,131.100.1.0/24,2014-08-28,,,,,AS42473,PA,PA
LACNIC,,131.100.0.0/22,131.100.2.0/24,2016-06-02,,,,,AS42473,PA,US
LACNIC,,131.100.0.0/22,131.100.3.0/24,2016-08-30,,,,,AS42473,PA,MX
LACNIC,,131.161.248.0/22,131.161.248.0/24,2024-01-18,,,,,AS270713,BR,BR
LACNIC,,131.196.80.0/22,131.196.82.0/24,2021-10-06,,,,,AS265817,AR,AR
LACNIC,,138.0.122.0/23,138.0.122.0/24,2024-01-12,,,,,AS265703,CL,CL
LACNIC,,138.0.122.0/23,138.0.123.0/24,2024-01-12,,,,,AS64139,CL,CL
LACNIC,,138.97.144.0/22,138.97.145.0/24,2023-04-11,,,,,AS266178,BR,BR
LACNIC,,138.97.144.0/22,138.97.146.0/24,2023-04-11,,,,,AS266178,BR,BR
LACNIC,,138.97.144.0/22,138.97.147.0/24,2023-05-03,,,,,AS266178,BR,BR
LACNIC,,138.99.144.0/22,138.99.144.0/24,2020-11-19,,,,,AS400039,PA,BR
LACNIC,,138.99.144.0/22,138.99.145.0/24,2015-05-18,,,,,AS262287,PA,BR
LACNIC,,138.99.144.0/22,138.99.147.0/24,2015-05-18,,,,,AS61317,PA,BR
LACNIC,,138.99.176.0/22,138.99.176.0/24,2021-02-11,,,,,AS3132;AS273110,CL,PE
LACNIC,,138.99.176.0/22,138.99.177.0/24,2021-03-11,,,,,AS64116,CL,PE
LACNIC,,138.99.176.0/22,138.99.178.0/24,2021-10-13,,,,,AS269862,CL,PE
LACNIC,,138.99.176.0/22,138.99.179.0/24,2021-08-28,,,,,AS269862,CL,PE
LACNIC,,138.117.12.0/22,138.117.12.0/24,2023-03-16,,,,,AS273005,AR,AR
LACNIC,,138.117.12.0/22,138.117.13.0/24,2020-05-14,,,,,AS265865,AR,AR
LACNIC,,138.117.12.0/22,138.117.14.0/24,2023-05-31,,,,,AS272928,AR,AR
LACNIC,,138.117.12.0/22,138.117.15.0/24,2023-05-31,,,,,AS265865,AR,AR
LACNIC,,138.118.144.0/22,138.118.144.0/23,2018-04-19,,,,,AS266749,AR,AR
LACNIC,,138.118.144.0/22,138.118.146.0/23,2018-04-19,,,,,AS266749,AR,AR
LACNIC,,138.185.12.0/22,138.185.13.0/24,2021-07-02,,,,,AS64116,CL,PE
LACNIC,,138.185.12.0/22,138.185.14.0/24,2021-07-02,,,,,AS269862,CL,PE
LACNIC,,138.185.12.0/22,138.185.15.0/24,2021-07-20,,,,,AS399382,CL,PE
LACNIC,,138.255.252.0/22,138.255.253.0/24,2017-08-01,,,,,AS27660,AW,CW
LACNIC,,143.255.156.0/22,143.255.156.0/24,2023-06-28,,,,,AS35415;AS40824;AS45470,PA,PA
LACNIC,,143.255.156.0/22,143.255.157.0/24,2023-06-28,,,,,AS60922,PA,PA
LACNIC,,143.255.156.0/22,143.255.158.0/24,2024-03-21,,,,,AS40824,PA,PA
LACNIC,,149.19.160.0/20,149.19.174.0/24,2022-12-16,,,,,AS14593,CL,CL
LACNIC,,149.19.160.0/20,149.19.175.0/24,2022-12-16,,,,,AS14593,CL,CL
LACNIC,,161.0.128.0/19,161.0.152.0/21,2014-11-05,,,,,AS27800,HT,TT
LACNIC,,161.22.32.0/21,161.22.39.0/24,2023-05-07,,,,,AS272874,VE,VE
LACNIC,,161.22.48.0/21,161.22.48.0/24,2015-03-17,,,,,AS28064,CW,PA
LACNIC,,161.22.48.0/21,161.22.49.0/24,2015-03-17,,,,,AS28064,CW,PA
LACNIC,,167.249.28.0/22,167.249.30.0/24,2023-07-05,,,,,AS64131,CL,CL
LACNIC,,167.249.28.0/22,167.249.31.0/24,2021-07-19,,,,,AS64131,CL,CL
LACNIC,,168.0.112.0/22,168.0.114.0/24,2023-06-21,,,,,AS267559,BR,BR
LACNIC,,168.0.112.0/22,168.0.115.0/24,2023-06-21,,,,,AS267559,BR,BR
LACNIC,,168.0.164.0/22,168.0.164.0/24,2023-01-28,,,,,AS263483,BR,BR
LACNIC,,168.0.164.0/22,168.0.165.0/24,2023-01-28,,,,,AS263483,BR,BR
LACNIC,,168.0.164.0/22,168.0.166.0/24,2023-01-28,,,,,AS263483,BR,BR
LACNIC,,168.90.188.0/22,168.90.189.0/24,2022-03-19,,,,,AS272421,BR,BR
LACNIC,,168.181.92.0/22,168.181.95.0/24,2016-10-07,,,,,AS262218,MX,MX
LACNIC,,168.194.168.0/22,168.194.168.0/24,2021-05-19,,,,,AS269862,CL,PE
LACNIC,,168.194.168.0/22,168.194.169.0/24,2021-05-19,,,,,AS271842,CL,PE
LACNIC,,168.194.168.0/22,168.194.170.0/24,2021-10-21,,,,,AS271842,CL,PE
LACNIC,,168.194.168.0/22,168.194.171.0/24,2021-10-21,,,,,AS269862,CL,PE
LACNIC,,168.195.12.0/22,168.195.15.0/24,2023-05-25,,,,,AS266938,BR,BR
LACNIC,,168.195.184.0/22,168.195.185.0/24,2021-11-29,,,,,AS271991;AS271991;AS271991,AR,AR
LACNIC,,170.78.188.0/22,170.78.189.0/24,2018-10-31,,,,,AS12684,MX,MX
LACNIC,,170.83.8.0/22,170.83.10.0/23,2020-09-07,,,,,AS52468,CR,CR
LACNIC,,170.244.124.0/22,170.244.124.0/24,2017-02-28,,,,,AS22908,MX,MX
LACNIC,,177.73.152.0/22,177.73.154.0/24,2021-08-05,,,,,AS266737;AS264646,CO,CO
LACNIC,,177.84.48.0/21,177.84.53.0/24,2023-03-31,,,,,AS273727,BR,BR
LACNIC,,177.87.24.0/22,177.87.27.0/24,2022-09-28,,,,,AS52468,BR,BR
LACNIC,,177.87.56.0/21,177.87.57.0/24,2020-04-18,,,,,AS263097,BR,BR
LACNIC,,177.155.224.0/21,177.155.228.0/22,2019-06-19,,,,,AS61797,BR,BR
LACNIC,,179.42.28.0/22,179.42.30.0/24,2022-05-17,,,,,AS272278,BR,BR
LACNIC,,179.42.28.0/22,179.42.31.0/24,2023-10-03,,,,,AS273565,BR,BR
LACNIC,,179.43.80.0/20,179.43.95.0/24,2019-08-15,,,,,AS269805;AS269805,PE,EC
LACNIC,,179.51.140.0/22,179.51.140.0/24,2020-08-26,,,,,AS263792,EC,EC
LACNIC,,179.51.140.0/22,179.51.141.0/24,2020-08-27,,,,,AS263792,EC,EC
LACNIC,,179.51.140.0/22,179.51.142.0/24,2020-08-31,,,,,AS263792,EC,EC
LACNIC,,179.51.140.0/22,179.51.143.0/24,2020-08-31,,,,,AS263792,EC,EC
LACNIC,,179.51.160.0/22,179.51.162.0/23,2021-06-22,,,,,AS272008,PE,PE
LACNIC,,179.60.48.0/20,179.60.51.0/24,2023-06-27,,,,,AS265799,EC,EC
LACNIC,,179.60.48.0/20,179.60.52.0/24,2023-06-27,,,,,AS271929,EC,EC
LACNIC,,179.60.48.0/20,179.60.53.0/24,2023-12-26,,,,,AS52468,EC,EC
LACNIC,,179.60.144.0/21,179.60.144.0/24,2024-02-08,,,,,AS273045,BZ,MX
LACNIC,,179.60.144.0/21,179.60.146.0/24,2021-01-14,,,,,AS42237,BZ,CR
LACNIC,,179.60.144.0/21,179.60.147.0/24,2022-03-01,,,,,AS209588,BZ,VE
LACNIC,,179.60.144.0/21,179.60.148.0/24,2023-08-30,,,,,AS273045,BZ,CO
LACNIC,,179.60.144.0/21,179.60.149.0/24,2022-02-15,,,,,AS395839,BZ,NI
LACNIC,,179.60.144.0/21,179.60.150.0/24,2020-10-26,,,,,AS211179,BZ,BZ
LACNIC,,179.60.144.0/21,179.60.151.0/24,2021-01-14,,,,,AS273045,BZ,CL
LACNIC,,179.63.16.0/22,179.63.18.0/24,2023-03-14,,,,,AS268362,BR,BR
LACNIC,,181.16.128.0/17,181.16.198.0/24,2016-09-08,,,,,AS7303,AR,AR
LACNIC,,181.16.128.0/17,181.16.199.0/24,2016-09-08,,,,,AS7303,AR,AR
LACNIC,,181.174.238.0/23,181.174.238.0/24,2024-03-27,,,,,AS264685,AR,AR
LACNIC,,181.189.56.0/22,181.189.58.0/23,2023-11-28,,,,,AS265633,VE,VE
LACNIC,,181.191.24.0/22,181.191.24.0/24,2017-09-27,,,,,AS263809,AR,AR
LACNIC,,181.191.24.0/22,181.191.25.0/24,2021-10-27,,,,,AS52425,AR,AR
LACNIC,,181.191.24.0/22,181.191.27.0/24,2021-10-27,,,,,AS52425,AR,AR
LACNIC,,181.224.172.0/22,181.224.174.0/24,2023-12-21,,,,,AS266904,EC,EC
LACNIC,,181.232.190.0/23,181.232.191.0/24,2023-04-12,,,,,AS272797,DO,DO
LACNIC,,186.0.192.0/18,186.0.246.0/24,2023-05-31,,,,,AS270083;AS270083,AR,AR
LACNIC,,186.1.248.0/21,186.1.249.0/24,2023-06-10,,,,,AS36165,CO,VE
LACNIC,,186.15.128.0/17,186.15.184.0/21,2021-11-19,,,,,AS262202,CR,CR
LACNIC,,186.26.72.0/22,186.26.74.0/24,2023-08-08,,,,,AS270190,MX,MX
