,Unnamed: 0.1,Unnamed: 0,target_ip,nr_attacker_ips,nr_attacker_ports,nr_target_ports,nr_packets,nr_bytes,max_ppm,start_posix_time,end_posix_time,asn,country-code,continent-code,date
4689366,3965819,10250,45.190.20.33,272,271,270,1049,41960,267,1626192002,1626192299,269608,BR,SA,2021-07-13
4689377,3965830,10261,45.190.20.34,276,276,276,1066,42640,269,1626192000,1626192298,269608,BR,SA,2021-07-13
4689388,3965841,10272,45.190.20.35,262,260,262,1010,40400,250,1626192004,1626192296,269608,BR,SA,2021-07-13
4689399,3965852,10283,45.190.20.36,267,265,266,1036,41440,266,1626192000,1626192299,269608,BR,SA,2021-07-13
4689410,3965863,10294,45.190.20.37,268,268,266,1044,41760,284,1626192002,1626192297,269608,BR,SA,2021-07-13
4689421,3965874,10305,45.190.20.38,256,255,255,994,39760,248,1626192001,1626192298,269608,BR,SA,2021-07-13
4689432,3965885,10316,45.190.20.39,251,251,251,977,39080,230,1626192001,1626192297,269608,BR,SA,2021-07-13
4689443,3965896,10327,45.190.20.4,268,267,267,1040,41600,264,1626192001,1626192298,269608,BR,SA,2021-07-13
4689454,3965907,10338,45.190.20.40,240,240,239,919,36760,230,1626192001,1626192299,269608,BR,SA,2021-07-13
4689465,3965918,10349,45.190.20.41,273,273,273,1062,42480,258,1626192000,1626192299,269608,BR,SA,2021-07-13
4689476,3965929,10360,45.190.20.42,256,255,256,997,39880,262,1626192009,1626192299,269608,BR,SA,2021-07-13
4689487,3965940,10371,45.190.20.43,243,243,243,940,37600,250,1626192000,1626192299,269608,BR,SA,2021-07-13
4689498,3965951,10382,45.190.20.44,261,261,260,1012,40480,243,1626192001,1626192299,269608,BR,SA,2021-07-13
4689509,3965962,10393,45.190.20.45,283,283,283,1102,44080,274,1626192001,1626192299,269608,BR,SA,2021-07-13
4689520,3965973,10404,45.190.20.46,273,271,271,1068,42720,255,1626192000,1626192299,269608,BR,SA,2021-07-13
4689531,3965984,10415,45.190.20.47,248,248,247,955,38200,223,1626192001,1626192297,269608,BR,SA,2021-07-13
4689542,3965995,10426,45.190.20.48,267,267,266,1024,40960,258,1626192000,1626192299,269608,BR,SA,2021-07-13
4689553,3966006,10437,45.190.20.49,281,279,281,1095,43800,247,1626192000,1626192296,269608,BR,SA,2021-07-13
4689564,3966017,10448,45.190.20.5,253,253,252,987,39480,246,1626192000,1626192299,269608,BR,SA,2021-07-13
4689575,3966028,10459,45.190.20.50,263,263,262,1022,40880,255,1626192000,1626192296,269608,BR,SA,2021-07-13
4689586,3966039,10470,45.190.20.51,245,245,245,962,38480,247,1626192000,1626192299,269608,BR,SA,2021-07-13
4689597,3966050,10481,45.190.20.52,251,251,251,971,38840,252,1626192002,1626192299,269608,BR,SA,2021-07-13
4689608,3966061,10492,45.190.20.53,259,257,257,996,39840,241,1626192003,1626192295,269608,BR,SA,2021-07-13
4689619,3966072,10503,45.190.20.54,248,248,248,950,38000,215,1626192000,1626192299,269608,BR,SA,2021-07-13
4689630,3966083,10514,45.190.20.55,271,271,270,1053,42120,289,1626192000,1626192298,269608,BR,SA,2021-07-13
4689641,3966094,10525,45.190.20.56,276,275,276,1064,42560,249,1626192000,1626192299,269608,BR,SA,2021-07-13
4689652,3966105,10536,45.190.20.57,279,279,279,1084,43360,274,1626192003,1626192299,269608,BR,SA,2021-07-13
4689663,3966116,10547,45.190.20.58,287,287,286,1111,44440,272,1626192000,1626192298,269608,BR,SA,2021-07-13
4689674,3966127,10558,45.190.20.59,252,252,251,990,39600,260,1626192001,1626192299,269608,BR,SA,2021-07-13
4689685,3966138,10569,45.190.20.6,265,264,264,1029,41160,250,1626192000,1626192299,269608,BR,SA,2021-07-13
4689696,3966149,10580,45.190.20.60,262,262,261,1013,40520,230,1626192000,1626192299,269608,BR,SA,2021-07-13
4689707,3966160,10591,45.190.20.61,250,249,249,967,38680,256,1626192002,1626192299,269608,BR,SA,2021-07-13
4689718,3966171,10602,45.190.20.62,251,251,251,973,38920,237,1626192001,1626192299,269608,BR,SA,2021-07-13
4689729,3966182,10613,45.190.20.63,269,268,267,1040,41600,241,1626192000,1626192297,269608,BR,SA,2021-07-13
4689740,3966193,10624,45.190.20.64,293,293,292,1146,45840,286,1626192001,1626192299,269608,BR,SA,2021-07-13
4689751,3966204,10635,45.190.20.65,258,258,256,1006,40240,236,1626192000,1626192299,269608,BR,SA,2021-07-13
4689762,3966215,10646,45.190.20.66,271,271,270,1055,42200,273,1626192001,1626192296,269608,BR,SA,2021-07-13
4689773,3966226,10657,45.190.20.67,274,273,274,1065,42600,262,1626192002,1626192299,269608,BR,SA,2021-07-13
4689784,3966237,10668,45.190.20.68,267,266,266,1035,41400,256,1626192000,1626192298,269608,BR,SA,2021-07-13
4689795,3966248,10679,45.190.20.69,284,284,284,1113,44520,251,1626192000,1626192299,269608,BR,SA,2021-07-13
4689806,3966259,10690,45.190.20.7,287,287,287,1106,44240,264,1626192000,1626192299,269608,BR,SA,2021-07-13
4689817,3966270,10701,45.190.20.70,255,254,255,995,39800,243,1626192000,1626192299,269608,BR,SA,2021-07-13
4689828,3966281,10712,45.190.20.71,271,271,271,1043,41720,243,1626192000,1626192299,269608,BR,SA,2021-07-13
4689839,3966292,10723,45.190.20.72,261,261,261,1018,40720,245,1626192001,1626192299,269608,BR,SA,2021-07-13
4689850,3966303,10734,45.190.20.73,263,263,262,1014,40560,228,1626192003,1626192299,269608,BR,SA,2021-07-13
4689861,3966314,10745,45.190.20.74,271,271,271,1046,41840,239,1626192001,1626192296,269608,BR,SA,2021-07-13
4689872,3966325,10756,45.190.20.75,258,257,258,1002,40080,271,1626192001,1626192299,269608,BR,SA,2021-07-13
4689883,3966336,10767,45.190.20.76,262,260,262,1010,40400,253,1626192001,1626192299,269608,BR,SA,2021-07-13
4689894,3966347,10778,45.190.20.77,264,264,264,1019,40760,239,1626192000,1626192299,269608,BR,SA,2021-07-13
4689905,3966358,10789,45.190.20.78,269,268,267,1046,41840,253,1626192000,1626192298,269608,BR,SA,2021-07-13
4689916,3966369,10800,45.190.20.79,270,270,269,1043,41720,245,1626192000,1626192299,269608,BR,SA,2021-07-13
4689927,3966380,10811,45.190.20.8,260,259,260,1012,40480,235,1626192001,1626192298,269608,BR,SA,2021-07-13
4689938,3966391,10822,45.190.20.80,252,252,251,982,39280,218,1626192001,1626192299,269608,BR,SA,2021-07-13
4689949,3966402,10833,45.190.20.81,264,264,264,1020,40800,233,1626192005,1626192298,269608,BR,SA,2021-07-13
4689960,3966413,10844,45.190.20.82,259,258,259,998,39920,225,1626192000,1626192298,269608,BR,SA,2021-07-13
4689971,3966424,10855,45.190.20.83,223,223,223,862,34480,212,1626192000,1626192299,269608,BR,SA,2021-07-13
4689982,3966435,10866,45.190.20.84,274,274,272,1061,42440,252,1626192002,1626192298,269608,BR,SA,2021-07-13
4689993,3966446,10877,45.190.20.85,302,300,302,1178,47120,281,1626192000,1626192299,269608,BR,SA,2021-07-13
4690004,3966457,10888,45.190.20.86,275,275,273,1073,42920,241,1626192000,1626192299,269608,BR,SA,2021-07-13
4690015,3966468,10899,45.190.20.87,252,252,252,984,39360,242,1626192002,1626192299,269608,BR,SA,2021-07-13
4690026,3966479,10910,45.190.20.88,287,286,286,1124,44960,286,1626192003,1626192297,269608,BR,SA,2021-07-13
4690037,3966490,10921,45.190.20.89,253,252,253,965,38600,260,1626192000,1626192298,269608,BR,SA,2021-07-13
4690048,3966501,10932,45.190.20.9,283,282,283,1100,44000,272,1626192000,1626192297,269608,BR,SA,2021-07-13
4690059,3966512,10943,45.190.20.90,271,271,271,1051,42040,262,1626192000,1626192299,269608,BR,SA,2021-07-13
4690070,3966523,10954,45.190.20.91,264,264,264,1035,41400,276,1626192000,1626192298,269608,BR,SA,2021-07-13
4690081,3966534,10965,45.190.20.92,263,263,263,1028,41120,277,1626192000,1626192299,269608,BR,SA,2021-07-13
4690092,3966545,10976,45.190.20.93,231,231,229,904,36160,216,1626192001,1626192297,269608,BR,SA,2021-07-13
4690103,3966556,10987,45.190.20.94,279,279,278,1073,42920,275,1626192000,1626192298,269608,BR,SA,2021-07-13
4690114,3966567,10998,45.190.20.95,240,239,240,940,37600,247,1626192001,1626192299,269608,BR,SA,2021-07-13
4690125,3966578,11009,45.190.20.96,263,262,263,1006,40240,239,1626192001,1626192299,269608,BR,SA,2021-07-13
4690136,3966589,11020,45.190.20.97,273,272,272,1067,42680,239,1626192000,1626192298,269608,BR,SA,2021-07-13
4690147,3966600,11031,45.190.20.98,270,270,270,1049,41960,245,1626192000,1626192297,269608,BR,SA,2021-07-13
4690158,3966611,11042,45.190.20.99,225,224,224,872,34880,202,1626192001,1626192299,269608,BR,SA,2021-07-13
4690169,3966622,11053,45.190.21.1,246,244,246,884,35360,210,1626192001,1626192297,269608,BR,SA,2021-07-13
4690180,3966633,11064,45.190.21.10,280,280,279,1009,40360,287,1626192000,1626192299,269608,BR,SA,2021-07-13
4690191,3966644,11075,45.190.21.100,238,238,238,871,34840,230,1626192001,1626192295,269608,BR,SA,2021-07-13
4690202,3966655,11086,45.190.21.101,264,264,264,974,38960,239,1626192002,1626192297,269608,BR,SA,2021-07-13
4690213,3966666,11097,45.190.21.102,264,263,264,942,37680,241,1626192002,1626192299,269608,BR,SA,2021-07-13
4690224,3966677,11108,45.190.21.103,278,278,277,971,38840,267,1626192000,1626192297,269608,BR,SA,2021-07-13
4690235,3966688,11119,45.190.21.104,271,271,270,980,39200,231,1626192000,1626192299,269608,BR,SA,2021-07-13
4690246,3966699,11130,45.190.21.105,259,259,258,946,37840,245,1626192002,1626192299,269608,BR,SA,2021-07-13
4690257,3966710,11141,45.190.21.106,263,263,263,949,37960,265,1626192000,1626192298,269608,BR,SA,2021-07-13
4690268,3966721,11152,45.190.21.107,261,260,261,950,38000,241,1626192001,1626192299,269608,BR,SA,2021-07-13
4690279,3966732,11163,45.190.21.108,258,258,257,943,37720,270,1626192000,1626192299,269608,BR,SA,2021-07-13
4690290,3966743,11174,45.190.21.109,285,285,284,1027,41080,267,1626192001,1626192299,269608,BR,SA,2021-07-13
4690301,3966754,11185,45.190.21.11,234,233,233,840,33600,219,1626192002,1626192299,269608,BR,SA,2021-07-13
4690312,3966765,11196,45.190.21.110,274,274,274,976,39040,227,1626192000,1626192299,269608,BR,SA,2021-07-13
4690323,3966776,11207,45.190.21.111,254,254,254,922,36880,219,1626192002,1626192297,269608,BR,SA,2021-07-13
4690334,3966787,11218,45.190.21.112,265,265,265,970,38800,237,1626192000,1626192298,269608,BR,SA,2021-07-13
4690345,3966798,11229,45.190.21.113,256,256,253,917,36680,213,1626192000,1626192297,269608,BR,SA,2021-07-13
4690356,3966809,11240,45.190.21.114,249,247,249,908,36320,242,1626192001,1626192299,269608,BR,SA,2021-07-13
4690367,3966820,11251,45.190.21.115,245,244,244,868,34720,210,1626192001,1626192299,269608,BR,SA,2021-07-13
4690378,3966831,11262,45.190.21.116,275,275,275,994,39760,248,1626192001,1626192299,269608,BR,SA,2021-07-13
4690389,3966842,11273,45.190.21.117,275,275,274,1011,40440,225,1626192000,1626192299,269608,BR,SA,2021-07-13
4690400,3966853,11284,45.190.21.118,249,249,249,894,35760,211,1626192001,1626192298,269608,BR,SA,2021-07-13
4690411,3966864,11295,45.190.21.119,257,255,257,927,37080,206,1626192000,1626192297,269608,BR,SA,2021-07-13
4690422,3966875,11306,45.190.21.12,283,283,281,1028,41120,255,1626192000,1626192299,269608,BR,SA,2021-07-13
4690433,3966886,11317,45.190.21.120,280,279,280,987,39480,231,1626192000,1626192299,269608,BR,SA,2021-07-13
4690444,3966897,11328,45.190.21.121,273,272,271,981,39240,229,1626192000,1626192299,269608,BR,SA,2021-07-13
4690455,3966908,11339,45.190.21.122,272,272,270,969,38760,249,1626192002,1626192297,269608,BR,SA,2021-07-13
4690466,3966919,11350,45.190.21.123,249,249,248,897,35880,227,1626192004,1626192299,269608,BR,SA,2021-07-13
4690477,3966930,11361,45.190.21.124,264,264,264,965,38600,249,1626192002,1626192299,269608,BR,SA,2021-07-13
4690488,3966941,11372,45.190.21.125,278,278,278,1017,40680,262,1626192000,1626192299,269608,BR,SA,2021-07-13
4690499,3966952,11383,45.190.21.126,283,283,282,1010,40400,267,1626192000,1626192295,269608,BR,SA,2021-07-13
4690510,3966963,11394,45.190.21.127,254,253,254,922,36880,223,1626192000,1626192298,269608,BR,SA,2021-07-13
4690521,3966974,11405,45.190.21.128,243,243,243,891,35640,212,1626192005,1626192297,269608,BR,SA,2021-07-13
4690532,3966985,11416,45.190.21.129,307,305,307,1101,44040,272,1626192000,1626192299,269608,BR,SA,2021-07-13
4690543,3966996,11427,45.190.21.13,265,264,265,939,37560,218,1626192000,1626192299,269608,BR,SA,2021-07-13
4690554,3967007,11438,45.190.21.130,273,273,273,989,39560,263,1626192001,1626192299,269608,BR,SA,2021-07-13
4690565,3967018,11449,45.190.21.131,283,283,283,1029,41160,245,1626192000,1626192294,269608,BR,SA,2021-07-13
4690576,3967029,11460,45.190.21.132,261,260,261,957,38280,235,1626192000,1626192297,269608,BR,SA,2021-07-13
4690587,3967040,11471,45.190.21.133,263,262,263,928,37120,215,1626192001,1626192299,269608,BR,SA,2021-07-13
4690598,3967051,11482,45.190.21.134,273,271,273,1006,40240,259,1626192000,1626192298,269608,BR,SA,2021-07-13
4690609,3967062,11493,45.190.21.135,297,296,296,1081,43240,265,1626192002,1626192299,269608,BR,SA,2021-07-13
4690620,3967073,11504,45.190.21.136,249,249,248,885,35400,204,1626192001,1626192298,269608,BR,SA,2021-07-13
4690631,3967084,11515,45.190.21.137,275,275,275,972,38880,254,1626192002,1626192299,269608,BR,SA,2021-07-13
4690642,3967095,11526,45.190.21.138,288,288,288,1038,41520,230,1626192000,1626192299,269608,BR,SA,2021-07-13
4690653,3967106,11537,45.190.21.139,246,245,246,887,35480,215,1626192000,1626192298,269608,BR,SA,2021-07-13
4690664,3967117,11548,45.190.21.14,260,260,260,937,37480,226,1626192000,1626192299,269608,BR,SA,2021-07-13
4690675,3967128,11559,45.190.21.140,276,275,276,981,39240,253,1626192000,1626192296,269608,BR,SA,2021-07-13
4690686,3967139,11570,45.190.21.141,261,261,260,913,36520,242,1626192002,1626192299,269608,BR,SA,2021-07-13
4690697,3967150,11581,45.190.21.142,291,289,290,1042,41680,256,1626192001,1626192299,269608,BR,SA,2021-07-13
4690708,3967161,11592,45.190.21.143,271,271,270,982,39280,236,1626192000,1626192299,269608,BR,SA,2021-07-13
4690719,3967172,11603,45.190.21.144,274,274,273,991,39640,238,1626192001,1626192298,269608,BR,SA,2021-07-13
4690730,3967183,11614,45.190.21.145,234,234,234,862,34480,229,1626192000,1626192299,269608,BR,SA,2021-07-13
4690741,3967194,11625,45.190.21.146,241,240,240,873,34920,216,1626192000,1626192299,269608,BR,SA,2021-07-13
4690752,3967205,11636,45.190.21.147,254,254,254,988,39520,231,1626192001,1626192299,269608,BR,SA,2021-07-13
4690763,3967216,11647,45.190.21.148,264,264,263,956,38240,251,1626192003,1626192298,269608,BR,SA,2021-07-13
4690774,3967227,11658,45.190.21.149,283,282,283,1008,40320,252,1626192001,1626192298,269608,BR,SA,2021-07-13
4690785,3967238,11669,45.190.21.15,273,273,273,967,38680,242,1626192000,1626192299,269608,BR,SA,2021-07-13
4690796,3967249,11680,45.190.21.150,265,265,265,942,37680,240,1626192000,1626192299,269608,BR,SA,2021-07-13
4690807,3967260,11691,45.190.21.151,248,247,247,892,35680,228,1626192001,1626192299,269608,BR,SA,2021-07-13
4690818,3967271,11702,45.190.21.152,257,257,257,995,39800,246,1626192001,1626192299,269608,BR,SA,2021-07-13
4690829,3967282,11713,45.190.21.153,256,254,256,952,38080,246,1626192000,1626192298,269608,BR,SA,2021-07-13
4690840,3967293,11724,45.190.21.154,251,251,251,902,36080,207,1626192003,1626192299,269608,BR,SA,2021-07-13
4690851,3967304,11735,45.190.21.155,259,259,259,947,37880,224,1626192000,1626192299,269608,BR,SA,2021-07-13
4690862,3967315,11746,45.190.21.156,266,266,265,970,38800,224,1626192001,1626192299,269608,BR,SA,2021-07-13
4690873,3967326,11757,45.190.21.157,255,255,255,893,35720,216,1626192000,1626192299,269608,BR,SA,2021-07-13
4690884,3967337,11768,45.190.21.158,253,252,253,912,36480,220,1626192001,1626192299,269608,BR,SA,2021-07-13
4690895,3967348,11779,45.190.21.159,253,252,252,907,36280,216,1626192001,1626192299,269608,BR,SA,2021-07-13
4690906,3967359,11790,45.190.21.16,268,268,268,968,38720,236,1626192000,1626192299,269608,BR,SA,2021-07-13
4690917,3967370,11801,45.190.21.160,256,254,256,923,36920,243,1626192000,1626192299,269608,BR,SA,2021-07-13
4690928,3967381,11812,45.190.21.161,272,272,271,979,39160,239,1626192001,1626192299,269608,BR,SA,2021-07-13
4690939,3967392,11823,45.190.21.162,264,263,264,965,38600,230,1626192001,1626192298,269608,BR,SA,2021-07-13
4690950,3967403,11834,45.190.21.163,254,254,253,912,36480,221,1626192001,1626192299,269608,BR,SA,2021-07-13
4690961,3967414,11845,45.190.21.164,277,277,277,1001,40040,241,1626192002,1626192299,269608,BR,SA,2021-07-13
4690972,3967425,11856,45.190.21.165,255,255,255,934,37360,224,1626192001,1626192299,269608,BR,SA,2021-07-13
4690983,3967436,11867,45.190.21.166,234,232,234,839,33560,195,1626192000,1626192297,269608,BR,SA,2021-07-13
4690994,3967447,11878,45.190.21.167,279,279,276,1008,40320,240,1626192000,1626192299,269608,BR,SA,2021-07-13
4691005,3967458,11889,45.190.21.168,267,267,267,947,37880,242,1626192000,1626192299,269608,BR,SA,2021-07-13
4691016,3967469,11900,45.190.21.169,273,271,270,984,39360,248,1626192001,1626192299,269608,BR,SA,2021-07-13
4691027,3967480,11911,45.190.21.17,278,276,278,1009,40360,239,1626192001,1626192299,269608,BR,SA,2021-07-13
4691038,3967491,11922,45.190.21.170,260,260,259,925,37000,255,1626192000,1626192296,269608,BR,SA,2021-07-13
4691049,3967502,11933,45.190.21.171,274,274,274,978,39120,239,1626192000,1626192299,269608,BR,SA,2021-07-13
4691060,3967513,11944,45.190.21.172,282,282,282,1016,40640,237,1626192002,1626192299,269608,BR,SA,2021-07-13
4691071,3967524,11955,45.190.21.173,238,237,238,853,34120,214,1626192004,1626192298,269608,BR,SA,2021-07-13
4691082,3967535,11966,45.190.21.174,238,238,238,857,34280,214,1626192001,1626192299,269608,BR,SA,2021-07-13
4691093,3967546,11977,45.190.21.175,236,236,236,851,34040,195,1626192001,1626192298,269608,BR,SA,2021-07-13
4691104,3967557,11988,45.190.21.176,271,271,271,977,39080,243,1626192003,1626192298,269608,BR,SA,2021-07-13
4691115,3967568,11999,45.190.21.177,249,249,248,921,36840,209,1626192000,1626192298,269608,BR,SA,2021-07-13
4691126,3967579,12010,45.190.21.178,240,240,239,857,34280,207,1626192000,1626192299,269608,BR,SA,2021-07-13
4691137,3967590,12021,45.190.21.179,248,247,248,886,35440,215,1626192000,1626192295,269608,BR,SA,2021-07-13
4691148,3967601,12032,45.190.21.18,266,265,265,959,38360,252,1626192002,1626192295,269608,BR,SA,2021-07-13
4691159,3967612,12043,45.190.21.180,274,270,274,977,39080,249,1626192000,1626192299,269608,BR,SA,2021-07-13
4691170,3967623,12054,45.190.21.181,253,253,252,898,35920,229,1626192000,1626192298,269608,BR,SA,2021-07-13
4691181,3967634,12065,45.190.21.182,279,278,277,993,39720,240,1626192000,1626192299,269608,BR,SA,2021-07-13
4691192,3967645,12076,45.190.21.183,271,271,271,965,38600,223,1626192000,1626192299,269608,BR,SA,2021-07-13
4691203,3967656,12087,45.190.21.184,248,247,248,898,35920,224,1626192002,1626192299,269608,BR,SA,2021-07-13
4691214,3967667,12098,45.190.21.185,245,244,244,873,34920,217,1626192000,1626192298,269608,BR,SA,2021-07-13
4691225,3967678,12109,45.190.21.186,274,273,274,989,39560,248,1626192004,1626192299,269608,BR,SA,2021-07-13
4691236,3967689,12120,45.190.21.187,282,282,282,1002,40080,234,1626192000,1626192297,269608,BR,SA,2021-07-13
4691247,3967700,12131,45.190.21.188,307,306,307,1089,43560,279,1626192000,1626192299,269608,BR,SA,2021-07-13
4691258,3967711,12142,45.190.21.189,271,270,271,986,39440,232,1626192000,1626192299,269608,BR,SA,2021-07-13
4691269,3967722,12153,45.190.21.19,268,268,267,973,38920,224,1626192000,1626192297,269608,BR,SA,2021-07-13
4691280,3967733,12164,45.190.21.190,238,238,238,844,33760,220,1626192000,1626192299,269608,BR,SA,2021-07-13
4691291,3967744,12175,45.190.21.191,264,263,264,943,37720,264,1626192000,1626192296,269608,BR,SA,2021-07-13
4691302,3967755,12186,45.190.21.192,264,263,263,956,38240,224,1626192000,1626192298,269608,BR,SA,2021-07-13
4691313,3967766,12197,45.190.21.193,283,282,283,992,39680,227,1626192003,1626192298,269608,BR,SA,2021-07-13
4691324,3967777,12208,45.190.21.194,265,265,264,961,38440,257,1626192000,1626192298,269608,BR,SA,2021-07-13
4691335,3967788,12219,45.190.21.195,263,263,262,978,39120,267,1626192000,1626192299,269608,BR,SA,2021-07-13
4691346,3967799,12230,45.190.21.196,262,262,260,933,37320,237,1626192001,1626192299,269608,BR,SA,2021-07-13
4691357,3967810,12241,45.190.21.197,250,249,250,912,36480,234,1626192002,1626192299,269608,BR,SA,2021-07-13
4691368,3967821,12252,45.190.21.198,254,254,253,924,36960,235,1626192000,1626192299,269608,BR,SA,2021-07-13
4691379,3967832,12263,45.190.21.199,252,252,251,902,36080,208,1626192000,1626192299,269608,BR,SA,2021-07-13
4691390,3967843,12274,45.190.21.2,256,256,256,936,37440,232,1626192000,1626192299,269608,BR,SA,2021-07-13
4691401,3967854,12285,45.190.21.20,268,268,267,950,38000,210,1626192000,1626192299,269608,BR,SA,2021-07-13
4691412,3967865,12296,45.190.21.200,250,250,249,908,36320,221,1626192001,1626192296,269608,BR,SA,2021-07-13
4691423,3967876,12307,45.190.21.201,300,297,300,1081,43240,272,1626192000,1626192299,269608,BR,SA,2021-07-13
4691434,3967887,12318,45.190.21.202,250,250,249,920,36800,232,1626192002,1626192297,269608,BR,SA,2021-07-13
4691445,3967898,12329,45.190.21.203,261,261,260,938,37520,249,1626192000,1626192299,269608,BR,SA,2021-07-13
4691456,3967909,12340,45.190.21.204,249,248,249,904,36160,226,1626192000,1626192299,269608,BR,SA,2021-07-13
4691467,3967920,12351,45.190.21.205,278,277,278,992,39680,244,1626192002,1626192299,269608,BR,SA,2021-07-13
4691478,3967931,12362,45.190.21.206,287,287,286,1033,41320,246,1626192002,1626192299,269608,BR,SA,2021-07-13
4691489,3967942,12373,45.190.21.207,260,259,259,927,37080,241,1626192001,1626192297,269608,BR,SA,2021-07-13
4691500,3967953,12384,45.190.21.208,281,280,280,1004,40160,250,1626192001,1626192298,269608,BR,SA,2021-07-13
4691511,3967964,12395,45.190.21.209,261,261,261,957,38280,263,1626192002,1626192299,269608,BR,SA,2021-07-13
4691522,3967975,12406,45.190.21.21,277,276,275,994,39760,237,1626192000,1626192298,269608,BR,SA,2021-07-13
4691533,3967986,12417,45.190.21.210,263,262,263,942,37680,239,1626192001,1626192299,269608,BR,SA,2021-07-13
4691544,3967997,12428,45.190.21.211,240,239,240,862,34480,201,1626192000,1626192299,269608,BR,SA,2021-07-13
4691555,3968008,12439,45.190.21.212,261,260,260,944,37760,216,1626192000,1626192297,269608,BR,SA,2021-07-13
4691566,3968019,12450,45.190.21.213,245,245,244,883,35320,232,1626192000,1626192298,269608,BR,SA,2021-07-13
4691577,3968030,12461,45.190.21.214,249,249,248,912,36480,231,1626192000,1626192298,269608,BR,SA,2021-07-13
4691588,3968041,12472,45.190.21.215,272,272,271,986,39440,247,1626192001,1626192298,269608,BR,SA,2021-07-13
4691599,3968052,12483,45.190.21.216,265,264,265,956,38240,238,1626192000,1626192299,269608,BR,SA,2021-07-13
4691610,3968063,12494,45.190.21.217,249,248,249,878,35120,214,1626192000,1626192299,269608,BR,SA,2021-07-13
4691621,3968074,12505,45.190.21.218,263,263,261,935,37400,208,1626192002,1626192299,269608,BR,SA,2021-07-13
4691632,3968085,12516,45.190.21.219,264,263,264,967,38680,239,1626192000,1626192299,269608,BR,SA,2021-07-13
4691643,3968096,12527,45.190.21.22,243,242,243,869,34760,198,1626192000,1626192299,269608,BR,SA,2021-07-13
4691654,3968107,12538,45.190.21.220,247,247,247,868,34720,207,1626192000,1626192298,269608,BR,SA,2021-07-13
4691665,3968118,12549,45.190.21.221,247,246,246,900,36000,216,1626192000,1626192299,269608,BR,SA,2021-07-13
4691676,3968129,12560,45.190.21.222,280,280,279,1007,40280,251,1626192000,1626192299,269608,BR,SA,2021-07-13
4691687,3968140,12571,45.190.21.223,231,230,229,830,33200,199,1626192000,1626192299,269608,BR,SA,2021-07-13
4691698,3968151,12582,45.190.21.224,247,246,246,882,35280,224,1626192000,1626192299,269608,BR,SA,2021-07-13
4691709,3968162,12593,45.190.21.225,282,281,282,1007,40280,252,1626192002,1626192298,269608,BR,SA,2021-07-13
4691720,3968173,12604,45.190.21.226,278,277,277,990,39600,233,1626192000,1626192299,269608,BR,SA,2021-07-13
4691731,3968184,12615,45.190.21.227,246,246,245,916,36640,240,1626192002,1626192298,269608,BR,SA,2021-07-13
4691742,3968195,12626,45.190.21.228,283,283,282,994,39760,227,1626192001,1626192298,269608,BR,SA,2021-07-13
4691753,3968206,12637,45.190.21.229,232,232,231,818,32720,216,1626192002,1626192299,269608,BR,SA,2021-07-13
4691764,3968217,12648,45.190.21.23,275,275,275,970,38800,237,1626192002,1626192298,269608,BR,SA,2021-07-13
4691775,3968228,12659,45.190.21.230,257,256,256,907,36280,213,1626192000,1626192299,269608,BR,SA,2021-07-13
4691786,3968239,12670,45.190.21.231,284,282,283,1019,40760,241,1626192000,1626192299,269608,BR,SA,2021-07-13
4691797,3968250,12681,45.190.21.232,281,281,280,1025,41000,233,1626192000,1626192299,269608,BR,SA,2021-07-13
4691808,3968261,12692,45.190.21.233,256,255,256,916,36640,216,1626192000,1626192299,269608,BR,SA,2021-07-13
4691819,3968272,12703,45.190.21.234,284,283,284,1041,41640,242,1626192001,1626192298,269608,BR,SA,2021-07-13
4691830,3968283,12714,45.190.21.235,283,282,283,1008,40320,252,1626192000,1626192299,269608,BR,SA,2021-07-13
4691841,3968294,12725,45.190.21.236,250,250,250,895,35800,222,1626192003,1626192298,269608,BR,SA,2021-07-13
4691852,3968305,12736,45.190.21.237,261,261,261,953,38120,224,1626192001,1626192299,269608,BR,SA,2021-07-13
4691863,3968316,12747,45.190.21.238,258,258,258,907,36280,248,1626192003,1626192298,269608,BR,SA,2021-07-13
4691874,3968327,12758,45.190.21.239,268,268,268,949,37960,224,1626192002,1626192299,269608,BR,SA,2021-07-13
4691885,3968338,12769,45.190.21.24,287,287,286,1039,41560,241,1626192002,1626192299,269608,BR,SA,2021-07-13
4691896,3968349,12780,45.190.21.240,262,261,262,953,38120,249,1626192000,1626192299,269608,BR,SA,2021-07-13
4691907,3968360,12791,45.190.21.241,273,273,272,990,39600,239,1626192000,1626192295,269608,BR,SA,2021-07-13
4691918,3968371,12802,45.190.21.242,270,270,270,984,39360,230,1626192002,1626192299,269608,BR,SA,2021-07-13
4691929,3968382,12813,45.190.21.243,263,263,261,943,37720,224,1626192004,1626192299,269608,BR,SA,2021-07-13
4691940,3968393,12824,45.190.21.244,268,268,268,934,37360,220,1626192002,1626192299,269608,BR,SA,2021-07-13
4691951,3968404,12835,45.190.21.245,257,257,256,925,37000,234,1626192001,1626192299,269608,BR,SA,2021-07-13
4691962,3968415,12846,45.190.21.246,284,284,284,1036,41440,246,1626192000,1626192299,269608,BR,SA,2021-07-13
4691973,3968426,12857,45.190.21.247,275,275,275,968,38720,296,1626192000,1626192298,269608,BR,SA,2021-07-13
