IP Prefix,ASNs
2604:2d80:3a00::/41,"AS19905, AS30036"
2604:2d80:3a80::/41,"AS19905, AS30036"
2604:2d80:6100::/41,"AS19905, AS30036"
2604:2d80:7200::/41,"AS19905, AS30036"
2604:2d80:7880::/41,"AS19905, AS30036"
2604:2d80:7a00::/41,"AS19905, AS30036"
2604:2d80:8c80::/41,"AS19905, AS30036"
2604:2d80:8d00::/41,"AS19905, AS30036"
2604:2d80:8d80::/41,"AS19905, AS30036"
2604:2d80:b100::/41,"AS19905, AS30036"
2604:2d80:b180::/41,"AS19905, AS30036"
2604:2d80:b200::/41,"AS19905, AS30036"
2604:2d80:b280::/41,"AS19905, AS30036"
2604:2d80:b480::/41,"AS19905, AS30036"
2604:2d80:b500::/41,"AS19905, AS30036"
2604:2d80:b580::/41,"AS19905, AS30036"
2604:2d80:b600::/41,"AS19905, AS30036"
2604:2d80:bd80::/41,"AS19905, AS30036"
2604:2d80:be00::/41,"AS19905, AS30036"
2604:2d80:be80::/41,"AS19905, AS30036"
2604:2d80:bf00::/41,"AS19905, AS30036"
2604:2d80:bf80::/41,"AS19905, AS30036"
2604:2d80:d180::/41,"AS19905, AS30036"
2604:2d80:d500::/41,"AS19905, AS30036"
2604:2d80:d580::/41,"AS19905, AS30036"
2604:2d80:d600::/41,"AS19905, AS30036"
2604:2d80:d680::/41,"AS19905, AS30036"
2604:2d80:d700::/41,"AS19905, AS30036"
2604:2d80:d880::/41,"AS19905, AS30036"
2604:2d80:d900::/41,"AS19905, AS30036"
2604:2d80:d980::/41,"AS19905, AS30036"
2604:2d80:da00::/41,"AS19905, AS30036"
2604:2d80:da80::/41,"AS19905, AS30036"
2604:2d80:e880::/41,"AS19905, AS30036"
2604:2d80:e900::/41,"AS19905, AS30036"
2604:2d80:f300::/41,"AS19905, AS30036"
2604:2d80:f000::/38,"AS19905, AS30036"
2604:2d80:f500::/41,"AS19905, AS30036"
2604:2d80:f780::/41,"AS19905, AS30036"
2604:2d81:700::/41,"AS19905, AS30036"
2604:2d81:780::/41,"AS19905, AS30036"
2604:2d81:400::/38,"AS19905, AS30036"
2604:2d81:980::/41,"AS19905, AS30036"
2604:2d81:a00::/41,"AS19905, AS30036"
2604:2d81:a80::/41,"AS19905, AS30036"
2604:2d81:b00::/41,"AS19905, AS30036"
2604:2d81:800::/38,"AS19905, AS30036"
2604:2d81:1080::/41,"AS19905, AS30036"
2604:2d81:1100::/41,"AS19905, AS30036"
2604:2d81:1000::/38,"AS19905, AS30036"
2604:2d81:1400::/41,"AS19905, AS30036"
2604:2d81:1480::/41,"AS19905, AS30036"
2604:2d81:1500::/41,"AS19905, AS30036"
2604:2d81:1580::/41,"AS19905, AS30036"
2604:2d81:1400::/38,"AS19905, AS30036"
2604:2d81:1800::/41,"AS19905, AS30036"
2604:2d81:1800::/38,"AS19905, AS30036"
2604:2d81:1c00::/41,"AS19905, AS30036"
2604:2d81:1c80::/41,"AS19905, AS30036"
2604:2d81:1d00::/41,"AS19905, AS30036"
2604:2d81:1d80::/41,"AS19905, AS30036"
2604:2d81:1e00::/41,"AS19905, AS30036"
2604:2d81:1e80::/41,"AS19905, AS30036"
2604:2d81:1c00::/38,"AS19905, AS30036"
2604:2d81:2000::/41,"AS19905, AS30036"
2604:2d81:2080::/41,"AS19905, AS30036"
2604:2e87::/38,"AS19905, AS30036"
2604:2e87:400::/38,"AS19905, AS30036"
2604:2e87:800::/38,"AS19905, AS30036"
2604:2e87:c00::/38,"AS19905, AS30036"
2604:2e87:1000::/38,"AS19905, AS30036"
2604:2e87:1400::/38,"AS19905, AS30036"
2604:2e87:1800::/38,"AS19905, AS30036"
2604:2e87:1c00::/38,"AS19905, AS30036"
2604:2e87:2000::/38,"AS19905, AS30036"
2604:2e87:2400::/38,"AS19905, AS30036"
2604:2e87:2800::/38,"AS19905, AS30036"
2604:2e87:2c00::/38,"AS19905, AS30036"
2604:2e87:3000::/38,"AS19905, AS30036"
2604:2e87:3400::/38,"AS19905, AS30036"
2604:2e87:3800::/38,"AS19905, AS30036"
2604:2e87:3c00::/38,"AS19905, AS30036"
2604:2e87:4000::/38,"AS19905, AS30036"
2604:2e87:4400::/38,"AS19905, AS30036"
2604:2e87:4800::/38,"AS19905, AS30036"
2604:2e88:b800::/38,"AS19905, AS30036"
2604:2e88:c800::/38,"AS19905, AS30036"
2604:2e88:dc00::/38,"AS19905, AS30036"
2604:2e88:e000::/38,"AS19905, AS30036"
2604:2e88:e400::/38,"AS19905, AS30036"
2604:2e88:e800::/38,"AS19905, AS30036"
2604:2e88:ec00::/38,"AS19905, AS30036"
2604:2e88:f400::/38,"AS19905, AS30036"
2604:2e88:f800::/38,"AS19905, AS30036"
2604:2e88:fc00::/38,"AS19905, AS30036"
2604:2e89::/38,"AS19905, AS30036"
2604:2e89:dc00::/38,"AS19905, AS30036"
2604:2e89:e000::/38,"AS19905, AS30036"
2604:2e89:e400::/38,"AS19905, AS30036"
2604:2e89:f000::/38,"AS19905, AS30036"
2604:2e89:f400::/38,"AS19905, AS30036"
2604:2e89:f800::/38,"AS19905, AS30036"
2604:2e89:fc00::/38,"AS19905, AS30036"
2604:2e8a:c00::/38,"AS19905, AS30036"
2604:2e8a:1000::/38,"AS19905, AS30036"
2604:2e8a:1400::/38,"AS19905, AS30036"
2604:2e8a:1800::/38,"AS19905, AS30036"
2604:2e8a:ac00::/38,"AS19905, AS30036"
2604:2e8b:8000::/38,"AS19905, AS30036"
2604:2e8b:ec00::/38,"AS19905, AS30036"
2604:2e8c:6000::/38,"AS19905, AS30036"
2604:2e8c:c800::/38,"AS19905, AS30036"
2604:2e8c:f000::/38,"AS19905, AS30036"
2604:2e8d:1800::/38,"AS19905, AS30036"
2604:2e8d:2000::/38,"AS19905, AS30036"
2604:2e8d:2800::/38,"AS19905, AS30036"
2604:2e8d:7800::/38,"AS19905, AS30036"
2604:2e8d:ec00::/38,"AS19905, AS30036"
2604:2e8d:f000::/38,"AS19905, AS30036"
2604:2e8d:f400::/38,"AS19905, AS30036"
2604:2e8d:f800::/38,"AS19905, AS30036"
2604:2e8d:fc00::/38,"AS19905, AS30036"
2604:2e8e:800::/38,"AS19905, AS30036"
2604:2e8e:1800::/38,"AS19905, AS30036"
2604:2e8e:2800::/38,"AS19905, AS30036"
2604:2e8e:6000::/38,"AS19905, AS30036"
2604:2e8e:7800::/38,"AS19905, AS30036"
2604:2e8e:7c00::/38,"AS19905, AS30036"
2604:2e8e:8000::/38,"AS19905, AS30036"
2604:2e8e:8400::/38,"AS19905, AS30036"
2604:2e8e:d400::/38,"AS19905, AS30036"
2604:2e8e:f400::/38,"AS19905, AS30036"
2604:2e8e:fc00::/38,"AS19905, AS30036"
2604:b480:12::/48,"AS19905, AS264409"
2604:f100::/32,"AS1299, AS19905, AS33234, AS33362"
2604:fb80::/32,"AS15128, AS19905"
2607:f148::/32,"AS11734, AS19905"
2610:a1:3100::/40,"AS19905, AS36236"
2610:a1:3200::/40,"AS19905, AS36236"
2610:a1:3300::/40,"AS19905, AS36236"
2620:110:7000::/44,"AS13880, AS19905"
2620:116:f000::/40,"AS14157, AS19905, AS22711"
2620:13d:f000::/40,"AS14157, AS19905, AS22711"
